hateSpeech,counterSpeech,cnType,Target
"Thousands of British girls are raped, enslaved or murdered by Muslims and other non-British immigants. Woe to thee!",Evidence please? This is just hatred.,Denouncing,MUSLIMS
The Muslims want to rule the world: we have to stop them.,How about a world with multiculturalism and no discrimination? How about a world with open borders and free religion?,Positive,MUSLIMS
"Not all Muslims are terrorists, but all terrorists are Muslims.",I do not see a lot of news articles about far right terrorism even though it is much more prevalent and is considered the biggest and fastest growing threat.,Informative,MUSLIMS
People that live in the West cannot live with Muslims.,Intolerance of other peoples religious beliefs is incompatible with Western society.,Denouncing,MUSLIMS
Muslims had destroyed a Christian statue in Italy. Italy should ask itself why they are allowed to build mosques and why is tolerating these despicable people.,"Man spreads Hate, encourages intolerance, why do we accept this? And they want to continue this filth?",Denouncing,MUSLIMS
The holocaust is just a minor event in WWII.,Are you aware of how many Jews have been executed?,Informative,JEWS
Maybe not all muslims are violent but they all support the jihad and follow sharia law. Islam is fanaticism.,"Dear friend, first of all, sharia law and Isalam are not extreme. Sharia law is a guidance for the goal of leading humanity close to God and live in kindness and justice with God's creation. Seond of all, jihad, based on the concept of Muslim, means struggle for the advancement of oneself within the guidelines of Islam. All these reveal that Islam is a peaceful religion.",Informative,MUSLIMS
Mentally disabled folks don't deserve to live.,Maybe it is time to stop focusing on killing people with mental disability (as in Aktion T4 Nazi program) and start talking about treatment options.,Informative,DISABLED
"Mentally disabled are in need of special treatment, and should be isolated.","I don't claim they are ""in need of special treatment."" On the contrary, they just need understanding, and we are very lucky to have an amazing, diverse human society around us.",Positive,DISABLED
Muslims in China were forced to eat pork and drink alcholol during the recent Chinese New Year celebration - At least China is doing it right!!,Aren't you expressing support for a form of torture? Whatever happened to 'British values'?,Denouncing,MUSLIMS
All Muslims are incompatible with any Western society.,How many Muslims do you know? They are an important minority in a country that is used to a lot of different cultures and religions.,Informative,MUSLIMS
Jews have no place here. They are not a part of our country.,"There is no reason to fear the Jews, as they are a very friendly people.",Positive,JEWS
Islam is all about hate! When Muslims first set foot in Britain was when race hate started in England!,Really? For every example of hate there are a hundred examples of love tolerance and kindness just like for every other religion.,Positive,MUSLIMS
"Because of the Muslims, Britain is no longer the great country of the past! They are a disease!","If a country is great, it will not be affected by any invaders. At least, it will find its way to get stronger.",Informative,MUSLIMS
Mentally disabled people have it so easy.,"Sorry, what do you mean by ""have it so easy""? They are in need of specific help, and it is right to provide it, as we would do for people in other categories.",Informative,DISABLED
Islam is a totalitarian doctrine dressed disguised as a religion so that it can spread across our tolerant Christian world. Enough IS ENOUGH!,"It sounds like you are saying that you have be Christian to be tolerated, bit paradoxical do not you think?",Denouncing,MUSLIMS
Feminism is about the destruction of manhood.,Feminism is about equality. Not the destruction of manhood.,Informative,WOMEN
Never break bread with a Quranimal. You risk catching HIV and/or Ebola.,If you do not think Muslims have ever done anything for 'us' I think you need to do a quick google search. The evidence of Muslims contributions to society is everywhere!,Informative,MUSLIMS
Muslims should be taken away from our country because they aren't accepted by anyone.,You are aware there are millions of Muslims that add to society and the economy which would collapse.,Denouncing,MUSLIMS
Every Muslim is a potential terrorist.,"Although there is a link between terrorism and a number of religious and ethnic groups, this is not evidence that a group is more prone to terrorism than any other.",Informative,MUSLIMS
Muslims asking questions about integration is just part of a conspiracy help them retain the places they've conquered.,Muslims are part of our society. They are allowed to live in our country and have our same rights. They have every right to ask questions.,Positive,MUSLIMS
We need to de-normalise homosexuality. It is harmful to children.,"Although the evidence is not present, it is hard to see why it would be harmful to children. Homosexuals may be able to feel more at home in a society that does not condemn homosexuality.",Informative,LGBT+
Islam is a death cult and every Muslim is a potential terrorist.,"Terrorist is a term that has been used in a wide variety of contexts and different people use it in different ways. In fact, the term can be used to describe those who share a hateful and violent political ideology, regardeless of which faith they may claim justifies their atrocity/",Informative,MUSLIMS
The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,Scapegoating the Muslim community does not help us to prevent rape. It often instead leads to further violent crime committed against those groups who have been demonized.,Denouncing,MUSLIMS
Muslims are asking too much! Their sharia has rules that cannot coexist with our culture.. They cannot ask us to not walk dogs in public!,"You have to be careful about what you read! This is clearly a fake news, widespread to make a scandal.",Informative,MUSLIMS
We need special laws to control Muslims. They are just a trouble.,"If you mean that Muslims are not part of our community, then you are missing out an important part of British life.",Positive,MUSLIMS
Using violence to punish another person? Sounds like a muslim issue.,But it isn't is it?,Question,MUSLIMS
"The UK and us must fight Islam! Islam is intolerance, Quran, jihad, being gay, barbarism and so on. It is a disgusting cult!",This is not true and your argument does not make sense as hatred does not counter hatred.,Denouncing,MUSLIMS
If the Koran was published today it would be banned as hate speech.,How often have you read the Quran and thought about its teachings? Or is your knowledge based on selected highlights? We all know there are exerts like that in the Bible too.,Denouncing,MUSLIMS
Muslims and their dreadful cult want to destroy our traditional belief. We must do something now!,"My friend, but do you really know what Islammic ideology is?",Question,MUSLIMS
migrants steal our jobs,What kind of work are you referring to?,Question,MIGRANTS
All Muslims are incompatible with any Western society.,"Actually, they are not incompatible at all. In fact, surveys suggest Muslims are good citizens; make important contributions to society; and share culture and values of the countries they live in.",Informative,MUSLIMS
We can't keep this country homogeneous anymore!,"Migrants do contribute to our society, and it would be a shame to keep them out.",Positive,MIGRANTS
"Disabled are like a 6-year-old, they fall for every bullshit they are told.",There is nothing wrong with this. They are open to diversity and are able to embrace others views and culture.,Positive,DISABLED
"We must not believe the liberal and political elite. Islam is no good, its complete evil, and an ideology of war and it was always like this. All Muslims are bound to fight against us, and that is what they do through deception and violence.",My dentist told me the Quran says: 'GOD does not love the aggressors.'?,Informative,MUSLIMS
Blacks are just a bunch of niggas that just don't know how to have a normal relationship.,Do you know what 'normality' means? Are you suggesting that they lack values?,Question,POC
"All versions of Islam have sharia law, thus, they are all extreme. Not all Muslims are engaged in actual violences, but every Muslim knows that jihad is the core of their religion, and they all support it.","But like any religous concept, 'Jihad' is interpreted in all sorts of ways. Afterall, for Christians, 'Fighting the Good fight' does not have to be a literal instruction. When I was at school, they called this a 'metaphor'.",Informative,MUSLIMS
"Since 2000, the number of suicide bombings by Muslims = 5284; by non-Muslims = 0. One of the fact about Global Terrorism no one wants to deal with.","[fact check and post link to accurate statistics, statistic is likely false or extremely skewed][add meme] smh trying to post statistics when they're not even accurate.",Informative,MUSLIMS
Almost all Muslims in the UK are jobless and choose not to work.,Where did you get this figure from? Might I get some real evidence for this? Because this seems very much unrealistic.,Question,MUSLIMS
Islam purpose is only the conquest.,So are we forgetting about the Crusades then.,Informative,MUSLIMS
"The liberal government that rules our country persists in defending child rapes made by Muslims and islamic radicalisations, because they want to spread modern values. They weaken traditional values and put in danger the freedom of speech!",The value we should all abide by is respect and oppose ignorance.,Informative,MUSLIMS
Muslim invasion is the new plague of London. They must be repatriated to their home countries!,"The modern world should deal with the problems that underlie migration, not simply ban it.",Informative,MUSLIMS
I bet gays are ashamed of the horrible things they do in private.,"In our societies, people are no longer afraid to openly talk about gay or lesbian love. Gay people are not ashamed to be gay, they just want to be accepted.",Positive,LGBT+
Muslims have nothing to contribute to our society.,"How about the money they contribute to our economy, their expertise and knowledge, their culture, tasty food. Should I go on?",Informative,MUSLIMS
LGBT people are a problem in our country because they have the temerity to seek happiness and family regardless of our values.,"Trying to find happiness and family is a problem in our country? Okay, then, what is the problem exaclty? People trying to be happy?",Positive,LGBT+
Blacks have subhuman bodies.,I'm not sure what you're talking about. What are you saying? What evidence do you have that black people have bodies that are incompatible with being human?,Question,POC
The Jews are manipulating our world for their benefit.,I think this comment indicates an ignorance of the topic at hand.,Informative,JEWS
It is obvious that this girl is at risk of FGM. Her parents are Muslims!,I agree that we need to tackle this serious breach of human rights but scapegoating isn't helping us target the real problem.,Denouncing,MUSLIMS
"We cannot even take the dog for a walk, we could offend Muslims.",Wish I could believe everything I read but sometimes reality keeps sneaking in.,Humor,MUSLIMS
"Children with Down Syndrome should be isolated, because normal children would make them feel different.",Children with Down Syndrome would not feel different as long as they are respected and are not put down by the others.,Positive,DISABLED
"Our government has allowed in this islamic filth: machete attacks, women exploitation, gang rapes, killings. How dare they?","The government has not allowed any crimes. Instead, they are working on it. Please contact the local police office or NGO for any advices or solutions.",Informative,MUSLIMS
"We should not trust any Muslim, they all could become a terrorist.",As is every far right armchair activist.,Denouncing,MUSLIMS
To solve all our problems it is enough to burn down mosques and the Koran.,"And so Ghandi said, ' An eye for an eye makes the whole world blind.'.",Denouncing,MUSLIMS
"Thousands of British girls are raped, enslaved or murdered by Muslims and other non-British immigants. Woe to thee!",Do you know that domestic violence is even a bigger problem in our society? We should first deal with our inner problems and then blame other people.,Denouncing,MUSLIMS
Islam is a a perversion of the true meaning of Christianity.,Christianity is not necessarily the only true faith.,Informative,MUSLIMS
Jews are selfish and greedy,"I do not deny that there is a problem of greed in the world, but it is not correlated with nor caused by Jews.",Informative,JEWS
Islam is all about hate! When Muslims first set foot in Britain was when race hate started in England!,Islam is all about love and tolerance [insert quote].,Positive,MUSLIMS
Feminism is a deadly ideology that is oppressing women and ruining our beautiful planet.,"Feminism is an ideology that can actually prevent many deaths, e.g., homicides of women, domestic violence, if it is fully understood by every last member of the society.",Informative,WOMEN
This is an invasion: Millions of strangers jeopardizing our race and culture.,Differences can be mostly reconcilable with respect and boundaries. But we must want it.,Positive,MIGRANTS
Homosexuals are sick. They should be isolated and confined.,"Homosexuals are not sick, they just need to be accepted for who they are.",Positive,LGBT+
"Jews are different from non-Jews not because of their beliefs, but because of their physical nature. “Jewishness” and malevolence is inherited through blood.","Jews resemble their non-Jewish neighbors in all the countries around the world. So by your logic,every human is malevolent!",Informative,JEWS
Feminism is a set of rigid political and moral prescriptions and the result is that women are either subservient to the men in power or that they are subhuman.,"I find it hard to believe that feminism is ""rigid"" in that it doesn't prescribe doctrines through traditional rules and etiquette.",Informative,WOMEN
"Immigrants are flooding across our borders, and they do not want to work.","There is evidence there is a migration crisis, I agree. But their will to work is one of the main reasons behind the migration. The EU-27 employment rate for people aged 20 to 64 years was 64.4 % for those born outside the EU.",Informative,MIGRANTS
"Jews are a burden to society, they have a stranglehold on American politics. We should get rid of them.","On the contrary: if you want an America that is diverse and great, you should weclome group or religion.",Positive,JEWS
"Jihadi bride wants to come back to the UK, now that ISIS is defeated. She left all her rights, when she joined those terrorists. Let her where she is now, in a camp in raqqa!","This isn't really about the lass as such, more about a countries responsibilities for its citizens, surely, including not just leaving another country to sort out the mess caused by our rogue citizens.",Informative,MUSLIMS
"Islam is not a religion that professes peace and it does not make any good men. It condemns women and encourages delinquency. Lawbreakers are not all of a certain race or religion, but only one race and religion make lawbreakers.","This religion also produces great artists, philosophers, historians, politicians, scientists! The proportion of criminals is present in every society.",Informative,MUSLIMS
The only ones in favour of Islam and Muslims and the ones that that are ignorant about what it truly is.,The only ones in favour of posts like this are the ones that that are ignorant about what they truly mean.,Humor,MUSLIMS
Muslims are contaminating our world.,It is just a religion like Christianity or any other. Get over it.,Informative,MUSLIMS
Islam is a totalitarian ideology that has no place in 21st century Europe.,"If Islam were a totalitarian ideology, we would have had Islamic totalitarian states in Europe since time immemorial. Islam is a religion, that is compatible with Europe's principles.",Informative,MUSLIMS
Muslims have nothing to contribute to our society.,"I'm not sure where this statement comes from, but unfortunately I have heard it many times.",Informative,MUSLIMS
Immigrants don't matter.,"What do you mean by ""immigrants don't matter""? Do you know that in fact, the very people we should be proud of, giving us more power to build and run our countries, are immigrants?",Informative,MIGRANTS
Violence in our streets is niggers' fault.,"I think that the problem with our society right now, is that we are too quick to focus on our differences and scapegoating people of different color, instead of focusing on our common humanity.",Positive,POC
"Islam opposes creativity, since all that is needed is the Koran. It is not a religion, but a system of control.","Well, apart from a rich tradition of calligraphy, abstract and geometric art work, architecture, landscape gardening, music, poetry, ceramics, to name a few?",Positive,MUSLIMS
Quran is the root of all the world problems today. Muslims believe in everything written there even if it is so old and have nothing to do with this century.,"Despite this book being 1400 years old and not belonging to our century as you say, can you provide other reasons why this book is dreadful? Because I am struggling to figure this out.",Informative,MUSLIMS
Feminism is a dangerous ideology that is oppressing men.,Feminism is not about oppressing men. It is about the rights of women to live their lives as they wish. It is about equality between the sexes.,Informative,WOMEN
Muslims are violent and should be banned.,Many Muslims around the world are peaceful people who have helped create much of the wealth of our country. It is not a bad thing to have different beliefs and ways of life.,Positive,MUSLIMS
MIgrants are not running away from wars.,"It is true, they often run away from persecution, violence and hunger. If I were in the same situation, I would not think twice about escaping. Wouldn't you do the same? It seems to me a very human instinct.",Informative,MIGRANTS
99% of Muslims in the UK are unemployable and refuse to work.,Do you actually expect people to believe a fact THIS fake? At least try and think of a believable percentage.,Humor,MUSLIMS
"If only blacks would just shut up and get along with other humans, things would be different now.",Race is just a social construct and a way of life that has been created for some groups of people. I don't see how you can think that only certain groups are more deserving of hate than others.,Informative,POC
"Gay people should be isolated, confined, gagged and kept in therapy as a means of showing how tolerant we are to them.","Maybe we just have a different notion of 'tolerance'. How about letting people from any sexual orientation, race, religion, or political opinion live freely, without confining them?",Positive,LGBT+
Muslims have no place in civilised Europe. They have nothing to contribute to our society.,People who have never even met a Muslim can understand one.,Positive,MUSLIMS
Anti-semitism cannot be eradicated: our country is full of anti-semitic muslims. All our work is useless there are too many Islamics!,It is funny how lots of Jewish and Muslim groups are coming together to fight hate crime. (insert example),Informative,MUSLIMS
"We have been invaded by Muslims since the 9/11. They are a threat to our country, they must go!",Did you check the official stats on Muslim immigration? Do you know that the government doesn't think that all Muslims are a threat to the country? So why do you say so?,Informative,MUSLIMS
"If a girl has muslim parents, she is at risk of FGM!","Fgm is a serious human rights abuse. If you really care about stopping it, I think you should focus your energy on campaigning against it, not using it to support your anti-Muslim rhetoric.",Informative,MUSLIMS
Refugees are a burden to the host country.,"We cannot refuse to house them, to feed them, to cure them, and expect them to assimilate.",Positive,MIGRANTS
People with learning difficulties should be discouraged to attend primary school and they should be excluded from education.,"To be absolutely clear, learning difficulties do not hinder a person from attending school, they are an integral part of the education process.",Informative,DISABLED
"The LGBT community is a drain on society, a perfect depletion of our country.",It's not true that the LGBT community is a drain on society. The LGBT community makes a major and positive contribition to our society. I just don't see how this is detrimental.,Informative,LGBT+
Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,"That sounds very extreme, remind me again which group is the violent dangerous one?",Humor,MUSLIMS
"All versions of Islam have sharia law, thus, they are all extreme. Not all Muslims are engaged in actual violences, but every Muslim knows that jihad is the core of their religion, and they all support it.","Dear friend, first of all, sharia law and Isalam are not extreme. Sharia law is a guidance for the goal of leading humanity close to God and live in kindness and justice with God's creation. Seond of all, jihad, based on the concept of Muslim, means struggle for the advancement of oneself within the guidelines of Islam. All these reveal that Islam is a peaceful religion.",Informative,MUSLIMS
In recent times was made a survey that says that a large part of britons believe that there is a 'fundamental conflict' between Islam and 'british traditions'.,"Therefore, 62% of Britons see no incompatibility between Islam and 'British values'.",Informative,MUSLIMS
Muslims are not inclined in working and for this fact they are unemployed.,Provide unemployment data breakdown if possible.,Question,MUSLIMS
"Immigration, especially migrants of different faiths, is the cause of crime and erosion of the quality of life in our country.","Immigration is not a cause of crime and lack of quality of life. You can't say that an influx of a certain people would make our country worse off. The problem is the lack of social cohesion, not the presence of people with different beliefs and views.",Informative,MIGRANTS
I am tired of immigrants ruining our countries.,"The problem isn't the migrants, it is with the culture of hate towards who is born in another country.",Positive,MIGRANTS
Almost all Muslims deliberately decide not to work.,Nearly half of all British Muslims in UK (and two thirds of them simply call themselves British) live in areas of highest deprivation and you think they choose this?,Informative,MUSLIMS
Appeasement to Islam and Muslims is a mental illness. It is a fact.,Maybe appeasement to people of different faith and beliefs is not such a bad thing. They call it tolerance.,Humor,MUSLIMS
Anti-semitism cannot be eradicated: our country is full of anti-semitic muslims. All our work is useless there are too many Islamics!,Do you know that anti-Islamism is actually a form of anti-Semitism? It is equally wrong to hate Jews and Muslims.,Denouncing,MUSLIMS
Our children are taught Islamic ideologies. It is awful!,The only disgrace is us being ignorant of other religions and cultures. This is not a society where I want to live.,Denouncing,MUSLIMS
"We see thousands of rapes, murders and subjugations on British girls every day. Muslims and non-British immigrants do such things. But there will be consequences!","This is a sad statistics. Our society should do as much as it can to prevent such crimes. However, it is not true that immigrants are to blame. Statistics shows that there are much more rapists among the natives. After all, they are at home here.",Informative,MUSLIMS
"Islam is nothing but a Religion of Terror, full stop.","Still, I think we all should get to learn more about Islam, full stop.",Informative,MUSLIMS
"I hope you're fucking kidding me. Immigration is good for the economy?! It makes us rich and keeps the lights on? Not only that is false, it also puts us in danger. Immigration is a bad thing and very far from the core British values.",Immigration is a positive force for a thriving country. Your comment is sounding very dramatic. For what reasons does it put us in danger?,Informative,MIGRANTS
"Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.","Who said that West and Islam are competing at all? Is there a war? I do not like this way of seeing things. We should live in one world together and solve bigger problems humanity is facing, not fight over different cultures.",Question,MUSLIMS
Mentally disabled folks are criminals.,"There are a variety of intellectual and creative disabilities, and they are not crimes. How can you say otherwise?",Informative,DISABLED
"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?",Look at crime stats.,Informative,MUSLIMS
Islam corrupts our children in schools and this is a shame.,"Learning about and respecting all faiths, including Islam, is not nonsense.",Positive,MUSLIMS
"Our liberal government continues to ignore child rapes and Islamic radicalisation, because they promote modern values, e.g. Increasing the sexualization of children. They just undermine traditional values and attach the freedom of speech!","I agree that the sexualisation of childhood is a serious issue, but this isn't something exclusive to 'liberal' societies or Governments.",Informative,MUSLIMS
"If the Koran was a current book, it would probably be prohibited as hate speech.",Turns out texts that predate modern civillisation often do not hold up to today's standards for tolerance and equality. Shocking!,Humor,MUSLIMS
Islam is Evil! That is one word that can describe it. We are in trouble as this evil is taking over countries and nations! Remember our Holy Scriptures? You shall not envy anyone anything. This includes other countries territory. Stop Islam spreading!,I do not think that wanting to learn more about different countries can be described as envy?,Denouncing,MUSLIMS
"A Muslim might not be a terrorist, but all terrorists are muslim.",I do not see a lot of news articles about far right terrorism even though it is much more prevalent and is considered the biggest and fastest growing threat.,Informative,MUSLIMS
I hate gays,Just because you dont like gays doesn't mean you have to hate them. What did they do to you? It seems to me that you still have all of your rights.,Positive,LGBT+
"Great Britain is not Great anymore, it is a shadow of its former self because of the cancer which is an islamic invasion.",Why are you attacking muslims? Many people come and live in Britain and I do not see why it is a bad thing.,Question,MUSLIMS
Almost all Muslims deliberately decide not to work.,Replace Muslim with any other group and can you see how false this statement is?,Denouncing,MUSLIMS
The world would be a better place without Muslims. They are only killing and raping our children.,"A very small percentage of Muslims commit those sins, same as any other religion. Cant generalize it to Muslims who abide by the peaceful teachings of Islam.",Positive,MUSLIMS
A Muslim is loyal only to Allah (as a comment in relation to election for public office etc.).,"But that does not at all undermine their contribution to public good and society, his allegiance is his own business.",Informative,MUSLIMS
Muslims are not civilised and Europe does not want them.,"Is it civilised to think that millions of people from different countries, cultures, and traditions and branches of Islam? Would you think that about any other religion?",Denouncing,MUSLIMS
Negroes are the cause of all the problems in our nation. They are violent and unstable.,Scapegoating can play a useful role in shifting a nation's attention from the real problems and the real criminals to prejudices. We should be careful as a nation not to fall into these mindtricks.,Informative,POC
I can't stand Jews. They are so controlling.,"Jews are not controlling. Maybe you should try to understand that Jews are a group of regular people, and they are not all members of a secret intelligence.",Informative,JEWS
Have Muslims ever made a contribution to our society?,How about this. [insert link to Muslim group cleaning Newcastle streets after New Year's or more up to date example].,Positive,MUSLIMS
Almost all Muslims in the UK are jobless and choose not to work.,"So all the Muslim doctors, business owners, servicemen/women, taxi drivers, chefs, etc. That I've encountered must be part of that 1% then?",Informative,MUSLIMS
Muslims have no place in civilised Europe,"They have, and if there is a problem, people will find a solution through dialogue. Instead of dividing people, we should be working on our common humanity.",Positive,MUSLIMS
Muslims are just a problem all around the world because they are different from us. They are not fit to be with us.,There is no evidence for the claim that Muslims are a problem all around the world. What evidence do you have that Muslims are different from us in some way?,Informative,MUSLIMS
"Islam is a violent political ideology and it promotes murder, rape, and intolerance.","If Islam is a political ideology, then it is a political ideology of peace. But I'll rather call it a religion, a religion of peace, as all the others.",Informative,MUSLIMS
"All the Muslims should have been punished for yesterday, not only a few. Citizen will take action if the government does not do anything.","In fact, the government deports those criminals back to their countries.",Informative,MUSLIMS
Migrants steal our jobs.,"Migrants have the opportunity to work here. Even if our language is not their native one. They are contributing to our society, for example by doing unpopular jobs.",Positive,MIGRANTS
Rape gangs are mostly made of Muslims they are commanded by the Koran and commit sexual violence on thousands of our girls. How can we tolerate this?,Please read this article written by a Rotherham grooming gang survivor https://ind.pn/2GHjGn7.,Informative,MUSLIMS
Migrants are to blame for the refugee crisis and we are in danger of mixing our cultures.,"Diversity is a sign of integration, not a migration crisis.",Informative,MIGRANTS
Maybe not all muslims are violent but they all support the jihad and follow sharia law. Islam is fanaticism.,"Dear friend, first of all, sharia law and Isalam are not extreme. Sharia law is a guidance for the goal of leading humanity close to God and live in kindness and justice with God's creation. Seond of all, jihad, based on the concept of Muslim, means struggle for the advancement of oneself within the guidelines of Islam. All these reveal that Islam is a peaceful religion.",Positive,MUSLIMS
"Disabled folks are lazy and they do not want to work, so why do we help them?","Because people with disabilities can work, if they are given the opportunity.",Informative,DISABLED
"Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'they want to eliminate us, we must be islamophobic'.",Islam is a religion of peace and tolerance [insert quote from Koran].,Positive,MUSLIMS
Blacks are the problem.,"People of colour make up the 13% of the U.S. population, but their imprisonment rate is falling.",Informative,POC
"Women shouldn't be allowed to vote, they are just a burden on society.","Women are allowed to vote, why should the government discriminate against them?",Informative,WOMEN
Muslims are like the plague and now they invading London. They must be sent to their homeland as soon as we can!,"People run from their countries because they are unhappy to live there. They run from wars, bombing, poverty, hunger. Pushing them back into their disasters is not humane.",Informative,MUSLIMS
"Islam does not help science progression, because it does not have useful elements and it isn't rational.",Oh! You mean the home of modern maths and science?,Humor,MUSLIMS
Muslims use corporal and cruel punishment on people.,"The very word islam, which means 'surrender,' is from the arabic salam, or peace - islam is not a violent religion.",Positive,MUSLIMS
"Islam is not a religion that professes peace and it does not make any good men. It condemns women and encourages delinquency. Lawbreakers are not all of a certain race or religion, but only one race and religion make lawbreakers.",This is not true. How can you say this about an entire faith?,Denouncing,MUSLIMS
People of color are a drain on the system.,The vast majority of people of color are good people who have built our communities. So why would what you're saying be true?,Informative,POC
Another rapist from Pakistan. We should deport them all back to their disgusting country.,"I will not use disgusting to describe any country since crime happenes in every country, that would be every country is disgusting. We should decrease the rape rate by legislation, education, etc.",Denouncing,MUSLIMS
"Islam is a violent religion, and anyone who does not believe that is a supporter of terrorism.","Islam is a religion, and it ihas never been about hate. It is about bringing peace and harmony to the world. If you really care about peace, you would not be persecuting people on the basis of their religion.",Positive,MUSLIMS
The world would be a better place without immigrants.,"I would like to see the world become a better place, not a discriminatory one.",Positive,MIGRANTS
Fgm happens only to girls that have muslims parents!,"Fgm is a serious human rights abuse. If you really care about stopping it, I think you should focus your energy on campaigning against it, not using it to support your anti-Muslim rhetoric.",Denouncing,MUSLIMS
We should deport them all back to where they came from.,"Immigrants come to this country legally, just as many European citizens do. They have every right to stay in this country, and to return home if they wish to.",Informative,MIGRANTS
Physically disabled folks are also mentally disabled.,"I don' hear anyone asserting this, its just something that you choose to spread. What is your evidence?",Question,DISABLED
"Muslims do not want to integrate, they want to impose sharia. And then they ask for respect! They are a problem!",Evidence for this? This is not true. How can you say this about an entire faith?,Denouncing,MUSLIMS
Muslims are like the plague and now they invading London. They must be sent to their homeland as soon as we can!,If you had said 'the home counties' I might have given this tweet a like.,Humor,MUSLIMS
"Christmas cannot be celebrated securely anymore, because of Muslims and their insults.","Christmas isn't banned, you do not have to say 'Winter Celebration', candy canes are honestly fine (unless you are diabetic). This is all manufactured outrage to create anti-Muslim sentiment. Chill.",Informative,MUSLIMS
All Muslims are incompatible with any Western society.,"That is not true.I have met Muslims from all around the world, they are like brothers and sisters",Positive,MUSLIMS
Migrants without permission to stay can still access our welfare,Tha is not true: migrants face document checks before they can get tenancies. The same holds when they use the NHS.,Informative,MIGRANTS
"We cannot celebrate our festivities, because Muslim can be offended by them.",Have you actually spoken to Muslim people and asked whether it offends them?,Question,MUSLIMS
"Jews are different from non-Jews not because of their beliefs, but because of their physical nature. “Jewishness” and malevolence is inherited through blood.","While physical traits — such as skin color — are inherited, there is no ethnic or racial predisposition to emotions, intellect, or morals.",Informative,JEWS
Muslims are ruining our religious statues. Why should we support such criminals and build mosques for them? Why does the government want to accept more immigrants?,What would Jesus say? I do not think He would be preaching intolerance and Hate!,Denouncing,MUSLIMS
Never share a meal with a Muslim: you could catch HIV or Ebola.,"Yes, except that HIV is more common among Christians and its not a contact disease.",Denouncing,MUSLIMS
Immigrants are a burden to the host country.,"How about this: there are many people from other countries here, but they are not a 'burden', rather they are 'citizens'.",Informative,MIGRANTS
Another rapist from Pakistan. We should deport them all back to their disgusting country.,Why does their background matter?,Question,MUSLIMS
"Islam is like Nazism, it is a cult. Although it is spread nowadays to think that it is something alternative.",No. A religion of 1.6 billion people is not the same as Nazism and it is ignorant to say so.,Denouncing,MUSLIMS
Muslims have no place in civilised Europe.,You are right: only a madman would choose to live in a country with so much hate against foreigners.,Positive,MUSLIMS
Using violence to punish another person? Sounds like a muslim issue.,"Don't mix up politics and faith. No faith really encourages violence, the way politicians (on every side and nation) interpret them however, is a different story.",Informative,MUSLIMS
"Our government has brought Islamic invaders to our country, and now we see our girls and women damaged.",Because Victorian girls and women were treated equally with respect? That was when there no Muslims in the country. Are we really much better now? #metoo?,Informative,MUSLIMS
"Our women and girls are frequently victim of rapes, because our goverment brought Muslims in our country.",I do not know if it counts as invasion when lots of Muslims in the UK are British citizens and were born here.,Informative,MUSLIMS
Since when has abusing the anus as a sex organ been a ‘monumental achievement’? THIS IS STATE ENFORCED HOMOSEXUALITY! Maybe we should change our motto to ‘In Usury and Sodomy we trust (In reply to Botswana decriminalising homosexuality),To recognise and accept others isn't state enforcement. It's just stating that we should stop the persecusion of people who have different private lifes.,Positive,LGBT+
Muslims should stay in their country if they want to follow sharia law.,"Sharia 'law' does not really correspond to our idea of statutes or judicial precedents; rather, it is a body of guidance from the Quran with many interpretations.",Informative,MUSLIMS
Muslims use corporal and cruel punishment on people.,Just to note than muslims believe only god can punish or forgive. The violence seems to be your issue.,Informative,MUSLIMS
What have Muslims ever done for us?,How about this. [insert link to Muslim group cleaning Newcastle streets after New Year's or more up to date example].,Informative,MUSLIMS
Islam is all about hate! When Muslims first set foot in Britain was when race hate started in England!,"Muslims and others were invited into the UK after they fought and died in the second world protecting the UK because we needed help to rebuild the UK and they still do a great job keeping the NHS, transport and everything else going, despite us hating them.",Informative,MUSLIMS
Now we can't use the N-word anymore. This political correctness is killing our culture.,"If it's a cultural issue then they should teach about the N-word only in history classes. Otherwise, it's just another excuse to justify racism.",Informative,POC
Feminism threatens the objective reality of gender. There are men and women only. And women must obey.,This is not about identity but it is about a complete misunderstanding of the differences between men and women. Feminism is all about equality and removing barriers to get everyone to feel accepted and valued. We need to challenge these toxic gender stereotypes that keep women from standing up for themselves.,Informative,WOMEN
Islam looks like a cult more than like a religion. It is beliefs make people rape children and commit violence. It should not be accepted in our country.,The myth that Muslims are dangerous and violent is a product of our vilifying media. Don't believe everything you read.,Informative,MUSLIMS
For what reason must Islam conquer our country? That is just dictatorial. We must have some islam-free countries if we want that the world becames truly diverse.,"By your logic, the world will be diverse so long as Islam isn't practiced in Antactica?",Denouncing,MUSLIMS
"I will not allow my kids to marry a muslim! Go to hell Muslims, I hate you!","I do not know what Muslims have done to you, but I know many beautiful and kind persons among them. So it is very rude and inconsiderate of you to call them disgusting.",Denouncing,MUSLIMS
